0 0 0.0018
0.00419 0 0.0018
0.00838 0 0.0018
0.01256 0 0.0018
0.01675 0 0.0018
0.02094 0 0.0018
0.02513 0 0.0018
0.02931 0 0.0018
0.0335 0 0.0018
0.03769 0 0.0018
0.04188 0 0.0018
0.04607 0 0.0018
0.05025 0 0.0018
0.05444 0 0.0018
0.05863 0 0.0018
0.06282 0 0.0018
0.06701 0 0.0018
0.07119 0 0.0018
0.07538 0 0.0018
0.07957 0 0.0018
0.08376 0 0.0018
0.08794 0 0.0018
0.09213 0 0.0018
0.09632 0 0.0018
0.10051 0 0.0018
0.1047 0 0.0018
0.10888 0 0.0018
0.11307 0 0.0018
0.11726 0 0.0018
0.12145 0 0.0018
0.12563 0 0.0018
0.12982 0 0.0018
0.13401 0 0.0018
0.1382 0 0.0018
0.14239 0 0.0018
0.14657 0 0.0018
0.15076 0 0.0018
0.15495 0 0.0018
0.15914 0 0.0018
0.16333 0 0.0018
0.16751 0 0.0018
0.1717 0 0.0018
0.17589 0 0.0018
0.18008 0.01 0.0021
0.18426 0.01 0.0021
0.18845 0 0.0018
0.19264 0 0.0018
0.19683 0 0.0018
0.20102 0 0.0018
0.2052 0 0.0018
0.20939 0 0.0018
0.21358 0 0.0018
0.21777 0 0.0018
0.22196 0 0.0018
0.22614 0 0.0018
0.23033 0 0.0018
0.23452 0 0.0018
0.23871 0 0.0018
0.24289 0 0.0018
0.24708 0 0.0018
0.25127 0 0.0018
0.25546 0 0.0018
0.25965 0 0.0018
0.26383 0 0.0018
0.26802 0 0.0018
0.27221 0 0.0018
0.2764 0 0.0018
0.28058 0 0.0018
0.28477 0 0.0018
0.28896 0.01 0.0021
0.29315 0.01 0.0021
0.29734 0.01 0.0021
0.30152 0.01 0.0021
0.30571 0.01 0.0021
0.3099 0.01 0.0021
0.31409 0 0.0018
0.31828 0 0.0018
0.32246 0.01 0.0021
0.32665 0.01 0.0021
0.33084 0 0.0018
0.33503 0 0.0018
0.33921 0.01 0.0021
0.3434 0.01 0.0021
0.34759 0.01 0.0021
0.35178 0.01 0.0021
0.35597 0.01 0.0021
0.36015 0.01 0.0021
0.36434 0 0.0018
0.36853 0 0.0018
0.37272 0 0.0018
0.3769 0 0.0018
0.38109 0.01 0.0021
0.38528 0.01 0.0021
0.38947 0.01 0.0021
0.39366 0.01 0.0021
0.39784 0 0.0018
0.40203 0 0.0018
0.40622 0 0.0018
0.41041 0 0.0018
0.4146 0 0.0018
0.41878 0 0.0018
0.42297 0.01 0.0021
0.42716 0.01 0.0021
0.43135 0.01 0.0021
0.43553 0.01 0.0021
0.43972 0.01 0.0021
0.44391 0.01 0.0021
0.4481 0.01 0.0021
0.45229 0.01 0.0021
0.45647 0.01 0.0021
0.46066 0.01 0.0021
0.46485 0.01 0.0021
0.46904 0.01 0.0021
0.47323 0 0.0018
0.47741 0 0.0018
0.4816 0.01 0.0021
0.48579 0.01 0.0021
0.48998 0.01 0.0021
0.49416 0.01 0.0021
0.49835 0.01 0.0021
0.50254 0.01 0.0021
0.50673 0.01 0.0021
0.51092 0.01 0.0021
0.5151 0.01 0.0021
0.51929 0.01 0.0021
0.52348 0 0.0018
0.52767 0 0.0018
0.53185 0.01 0.0021
0.53604 0.01 0.0021
0.54023 0.01 0.0021
0.54442 0.01 0.0021
0.54861 0.01 0.0021
0.55279 0.01 0.0021
0.55698 0.01 0.0021
0.56117 0.01 0.0021
0.56536 0.01 0.0021
0.56955 0.01 0.0021
0.57373 0.01 0.0021
0.57792 0.01 0.0021
0.58211 0.01 0.0021
0.5863 0.01 0.0021
0.59048 0 0.0018
0.59467 0 0.0018
0.59886 0.01 0.0021
0.60305 0.01 0.0021
0.60724 0.01 0.0021
0.61142 0.01 0.0021
0.61561 0.01 0.0021
0.6198 0.01 0.0021
0.62399 0.01 0.0021
0.62817 0.01 0.0021
0.63236 0.01 0.0021
0.63655 0.01 0.0021
0.64074 0.01 0.0021
0.64493 0.01 0.0021
0.64911 0.01 0.0021
0.6533 0.01 0.0021
0.65749 0.01 0.0021
0.66168 0.01 0.0021
0.66587 0.01 0.0021
0.67005 0.01 0.0021
0.67424 0.01 0.0021
0.67843 0.01 0.0021
0.68262 0.01 0.0021
0.6868 0.01 0.0021
0.69099 0.01 0.0021
0.69518 0.01 0.0021
0.69937 0.01 0.0021
0.70356 0.01 0.0021
0.70774 0.01 0.0021
0.71193 0.01 0.0021
0.71612 0.01 0.0021
0.72031 0.01 0.0021
0.7245 0.01 0.0021
0.72868 0.01 0.0021
0.73287 0.01 0.0021
0.73706 0.01 0.0021
0.74125 0.01 0.0021
0.74543 0.01 0.0021
0.74962 0.01 0.0021
